"","predictions"
"93",0.404416264277441
"94",0.121144896351132
"95",0.122617595874962
"96",0.0324304802781635
"97",-0.0779987735555938
"98",0.422429247869638
"99",0.0151360280199787
"100",0.0709481630469644
"101",-0.143956820769598
"102",-0.0857436630526637
"103",0.102149655194121
"104",0.543659761725842
"105",0.462126689692143
"106",0.0636922703102362
"107",-0.012793001762441
"108",-0.215635513750769
"109",0.0814148777659232
"110",-0.04011728508779
"111",-0.15484018569661
"112",-0.0324452395739219
"113",0.560170900466567
"114",0.302939812662155
"115",-0.0450017682724309
"116",0.312355805556042
"117",-0.0562393203125485
"118",0.215414820840748
"119",0.331695503940982
"120",-0.111153790578719
"121",-0.1975065686449
"122",0.13956551720118
"123",0.575139979530495
"124",0.0719735440507343
"125",0.143565696094644
"126",0.627672696334238
"127",0.061073646205519
"128",0.178950130247638
"129",0.899091590271523
"130",0.188688115976444
"131",-0.074757540282378
"132",0.11369191903479
"133",0.0398516941001538
"134",0.317438420846193
"135",0.24414698714112
"136",0.0194805071660278
"137",0.17174125949793
"138",0.054705147865955
"139",0.0592365447146918
"140",0.131961729160313
"141",0.304554659427811
"142",0.312685971469944
"143",0.382334216117177
"144",0.142988648678323
"145",-0.0710882378327338
"146",0.0344744197372931
"147",0.156369639137185
"148",0.237352358664612
"149",0.252014959334704
"150",0.413295130309819
"151",0.350755476051804
"152",0.0990604087386037
"153",-0.035592079707612
"154",0.231889965397891
"155",-0.123358196559278
"156",0.0373427062642762
"157",0.0934230381942482
"158",0.541009948088884
"159",-0.0616341194246318
"160",0.0737900771537386
"161",0.50257308428963
"162",0.15307937533953
"163",0.00159399554699305
"164",0.0333684734670381
"165",-0.0413650417897399
"166",0.478690691195189
"167",0.039226646422713
"168",0.0309578212222779
"169",0.648460361559764
"170",-0.104284428171648
"171",-0.717535830875407
"172",0.199440050714197
"173",0.057998397086769
"174",-0.0147902775188011
"175",0.2570815618867
"176",0.0688517216678259
"177",0.216080863980569
"178",0.00187384559023131
"179",-0.0478580415696711
"180",0.400770799006148
"181",0.265894298753849
"182",0.181177566269658
"183",-0.0341635674759746
"184",0.183599555411148
"185",0.0344938449846202
"186",0.616363415331074
"187",0.212988992370872
"188",0.0892580289173993
"189",0.295213626614538
"190",0.280291190513875
"191",0.963871679268567
"192",0.063898650183224
"193",0.289782226891977
"194",0.0368292982719892
"195",-0.0965007752970587
"196",0.349295622550996
"197",0.307574022697738
"198",0.0568551949347766
"199",-0.0592255341881789
"200",-0.0291348806456239
"201",0.390080928810748
"202",0.209784477416198
"203",-0.212210107460436
"204",0.276550877065491
"205",-0.0334233621249836
"206",0.0696734846778033
"207",-0.122402641229036
"208",-0.0231390305141536
"209",-0.0214894505927941
"210",0.611578083028538
"211",0.0341801786338112
"212",0.136809813816647
"213",0.190030234196437
"214",-0.0481349669686193
"215",0.0991844150227592
"216",0.0013982612315584
"217",0.182886795149536
"218",-0.0328614629030176
"219",0.421808684285688
"220",0.0151335288819053
"221",0.0426722558221537
"222",-0.270040118436949
"223",0.0253695434842028
"224",0.0645173796115201
"225",-0.216609070355604
"226",-0.0316677000226713
"227",0.0873828933955419
"228",0.0313680727486903
"229",0.069069219917139
"230",0.038654126917136
"231",0.561797004119103
"232",0.113085035989759
"233",0.115354674401014
"234",0.113497617236953
"235",0.675193885377912
"236",-0.0505320908662693
"237",0.365511927722722
"238",0.0549193348894883
"239",0.0656014734094423
"240",0.0913277815965468
"241",-0.131554678476657
"242",0.301062199677631
"243",0.0783312256612675
"244",0.00610574427846227
"245",0.0912366420602198
"246",-0.127496124255217
"247",0.288247471236667
"248",-0.0530118304014965
"249",-0.0542468891265596
"250",0.21477302336966
"251",0.226306880447885
"252",-0.0259272002510127
"253",-0.254633314535424
"254",-0.0226270983175899
"255",-0.403915311551196
"256",-0.113356107324688
"257",-0.316097808927823
"258",-0.199481413284155
"259",0.266684297554527
"260",0.221623105994678
"261",0.0984192960391334
"262",0.0230002919596374
"263",-0.285074695924365
"264",-0.123990788815419
"265",0.00308260621123581
"266",-0.274580494823241
"267",0.298630833819964
"268",-0.130276978448889
"269",-0.0355269149451522
"270",0.0207276313917897
"271",0.55745360331635
"272",0.100479983529322
"273",0.0397577477269484
"274",0.0327994391173632
"275",0.13775645552417
"276",0.0705996885655515
"277",0.72299448154941
"278",0.242233282642527
"279",-0.0387266165763734
"280",-0.193316061028852
"281",0.0195679513504539
"282",-0.210285975800326
"283",0.229393777180014
"284",0.14247124105612
"285",-0.117264823498512
"286",-0.0833701968399969
"287",-0.187414165077372
"288",0.0893243661777616
"289",-0.275981770444657
"290",0.00739997465391948
"291",0.110565409079147
"292",0.0101850697900904
"293",0.0245262853911214
"294",0.0108472508755885
"295",0.06748651905551
"296",0.0236401095652661
"297",0.494635351557476
"298",0.0535535751025161
"299",0.0156905831063137
"300",0.0509977710607252
"301",0.135387307713165
"302",0.0730622289497386
"303",0.0244214747724655
"304",0.111182487181664
"305",-0.202938608118944
"306",0.0240252533142971
"307",-0.0195842309120176
"308",0.103921113659185
"309",0.0392552064084327
"310",-0.247751186382305
"311",0.0998354927873346
"312",-0.0157058151223135
"313",-0.267717717389232
"314",0.118043310462998
"315",0.0409237538372153
"316",0.0518253222126822
"317",0.0636946229544126
"318",-0.059815535108114
"319",0.113220502438205
"320",0.588347542993367
"321",0.0439758538436202
"322",0.0368701416695072
"323",0.109043567217983
"324",0.0436709495297296
"325",0.0269461059974184
"326",-0.105130795242049
"327",0.284249943032136
"328",-0.0205255133793642
"329",0.228863473124679
"330",0.191821009304224
"331",0.101960949758793
"332",0.0577860807661687
"333",0.0982107694391619
"334",-0.00808100697296494
"335",-0.333661844967836
"336",-0.109180346885522
"337",0.349738037669899
"338",0.0556259045242288
"339",0.472284208760059
"340",0.012383894659637
"341",0.0653221111402236
"342",0.0822880080340574
"343",0.30263696740259
"344",0.015899010857751
"345",0.278534144133513
"346",0.0897116416741727
"347",0.196048548747273
"348",0.0317786731208791
"349",-0.458621450694467
"350",0.17064637914871
"351",-0.164681917373754
"352",0.117514531691368
"353",0.965192420646623
"354",-0.680959992194309
"355",0.355075219001458
"356",-0.00205608999162626
"357",0.0333614867156977
"358",0.0844259374918223
"359",0.249110272056395
"360",0.0253740025392456
"361",0.60029428787081
"362",0.18316328841718
"363",-0.0202811286640853
"364",0.0769299674840936
"365",0.0473284814730042
"366",0.0120686856535109
"367",0.309123248048314
"368",0.157317983134319
"369",0.0460408398007021
"370",-0.0549050229900578
"371",0.15274579973738
"372",-0.0623394215304876
"373",0.0685885266234374
"374",-0.174511672735169
"375",0.31814890400545
"376",-0.382971532544326
"377",0.166452992376531
"378",0.185535037370267
"379",0.126844748129017
"380",0.194854036044299
"381",-0.00698322336607264
"382",0.258784482045521
"383",0.00515661675008009
"384",0.0641744638570627
"385",0.316435391181474
"386",0.0946065224072619
"387",0.348637731944512
"388",0.0410713625269198
"389",0.0355490265956576
"390",-0.107965017339311
"391",0.181345435555402
"392",-0.0256747752753396
"393",0.260323830080741
"394",0.248080246857399
"395",0.0173332580258011
"396",-0.0219926182409161
"397",0.177641413599179
"398",0.0281370019677868
"399",-0.121337435015742
"400",0.277525049144462
"401",-0.0162616567673453
"402",-0.0385471944197372
"403",0.169997334471448
"404",0.608373589527174
"405",0.962995966595643
"406",0.0545456616319584
"407",-0.007129271091406
"408",0.543032329926961
"409",0.664182714160917
"410",0.0882511095212249
"411",-0.220416058631218
"412",-0.00771790660835274
"413",0.0308145858661637
"414",-0.0124750364086079
"415",0.0796284876460356
"416",0.0156107759525109
"417",0.0857399662019734
"418",0.355359517159131
"419",0.0251175329109597
"420",0.0491966539530453
"421",0.618954763128287
"422",0.0301697379497041
"423",0.24909411026115
"424",-0.0400956745740399
"425",0.00764175689545488
"426",-0.089378974864957
"427",0.0830324761404315
"428",0.100012297680199
"429",-0.338113654460091
"430",-0.00438937661153121
"431",0.0646998978105541
"432",0.33351288913181
"433",-0.0591625952439157
"434",0.0416022188859992
"435",0.143061518980333
"436",0.00147628611621462
"437",0.0110716577617224
"438",0.0487586939066475
"439",0.297382357573991
"440",0.0996630743541395
"441",0.00667863145815066
"442",0.568390987132331
"443",-0.035821854491223
"444",-0.0192324797839913
"445",1.04425506704669
"446",-0.00738257067275381
"447",0.0197412006258879
"448",0.0298134027485358
"449",0.59531751331351
"450",-0.0342307004109409
"451",0.00483319352988062
"452",0.492427636433721
"453",0.410334174096505
"454",0.11809256796775
"455",0.0423115978859257
"456",-0.0347902910872443
"457",0.0595702914246208
"458",0.414785048397807
"459",0.0166471007841539
"460",-0.134058827385747
"461",0.0532327237876774
"462",-0.229835369769968
"463",0.13486126461284
"464",0.393571495398022
"465",0.151775702867311
"466",0.0433889976672479
"467",-0.0294164108645901
"468",0.109142229550483
"469",-0.0447410427637257
"470",0.0141054680372261
"471",0.117148699146982
"472",0.0248476535454095
"473",-0.146337470876784
"474",-0.103886901645267
"475",0.557394958221612
"476",0.180474083955901
"477",0.0518760576755118
"478",0.0670415016137994
"479",-0.0902115960050967
"480",0.0103707896676178
"481",0.109438486246068
"482",0.453104418293695
"483",0.364167080802034
"484",-0.0150816709952864
"485",0.0768963647490596
"486",0.152963155463322
"487",0.183523894842892
"488",0.211231926202984
"489",0.768739253676989
"490",0.0270714020956288
"491",0.0419428891536645
"492",0.0996304833073806
"493",0.0407539922647628
"494",-0.129740930939889
"495",0.105184668453009
"496",-0.0420922165492987
"497",-0.00808714745603537
"498",0.0417828270668837
"499",0.0970148599449212
"500",0.351336600682026
"501",0.063267248004
"502",-0.0883032973256631
"503",0.0301855652449358
"504",0.0958257177115776
"505",0.0174326065665531
"506",-0.0382602915361226
"507",0.0465177023096299
"508",0.142776757257651
"509",0.241887604688353
"510",0.356981085923972
"511",0.0484866848064857
"512",0.53597183011226
"513",0.050803165860932
"514",-0.0268123490164093
"515",0.168983500747315
"516",-0.426390931244048
"517",0.483233014995332
"518",0.402884242557679
"519",-0.00698430242618315
"520",0.0248576865505008
"521",0.135989226248236
"522",-0.212480139295925
"523",-0.0628939392869241
"524",-0.0163780281734162
"525",0.0422695457535219
"526",0.397577638115817
"527",0.365085865679387
"528",0.0971037402521214
"529",-0.350950301692777
"530",0.494553830723037
"531",0.294904386366463
"532",0.0293436021712978
"533",0.0245798517491561
"534",0.129438309093085
"535",-0.0126022932305831
"536",0.22644415572655
"537",0.0781468262230327
"538",0.414899551919211
"539",0.263479073060714
"540",-0.00651830608366558
"541",-0.154721879024067
"542",0.0970302539716973
"543",0.0699283213859535
"544",0.799752133652582
"545",0.133368823493901
"546",0.148521750499151
"547",-0.21762317980599
"548",-0.310117597349681
"549",0.493589660805908
"550",0.219664982789151
"551",0.443699441049568
"552",0.0563105838985392
"553",-0.00755245987844689
"554",0.0311142656858092
"555",-0.0490302887781609
"556",0.0409368464607504
"557",0.00670718586688246
"558",0.0324161384097289
"559",0.0758597770869988
"560",0.447400147395429
"561",0.0944343566270234
"562",-0.0939969183643153
"563",-0.137106304726847
"564",0.301752105816467
"565",-0.125258059714065
"566",0.253102091786732
"567",0.361384550637109
"568",0.0528377519592128
"569",0.0730733214131861
"570",-0.00688717544582862
"571",0.563599092204191
"572",0.0938685758999671
"573",0.631486413143534
"574",-0.177439668995848
"575",0.0609731785239797
"576",-0.22660569152646
"577",0.17354261814275
"578",0.180210043784969
"579",-0.00708080677837049
"580",0.331467016969511
"581",0.103837311652563
"582",0.132074679370497
"583",0.026086656123404
"584",0.00780099009970643
"585",0.39328023457597
"586",0.166507200844612
"587",0.00781227908355323
"588",0.0401657945799347
"589",0.00211052455460075
"590",0.0199662062395863
"591",0.0528514762953641
"592",-0.00132622989491805
"593",0.0464721047470905
"594",0.344849543325933
"595",0.00127589375137849
"596",0.158448793447208
"597",0.191583930691348
"598",-0.0241709049400558
"599",0.0125932568859893
"600",-0.0519037440442048
"601",0.00711104602368062
"602",0.392364264566133
"603",0.0882030105414784
"604",0.288689462666011
"605",-0.0323045695854029
"606",-0.0565548256405639
"607",0.0299117852539328
"608",0.143843936619949
"609",-0.0157588864999872
"610",-0.0126981226455994
"611",0.0499071305233083
"612",0.0498275548953037
"613",0.0299388880855176
"614",0.233584337852066
"615",-0.059111489218128
"616",-0.0382558072364018
"617",0.0454701503101847
"618",-0.0917257884562676
"619",0.143800855592265
"620",0.063532680430152
"621",0.159402540263612
"622",0.0980914413881302
"623",0.343832975005518
"624",0.318506286151217
"625",0.0642761361998914
"626",0.0354790734323864
"627",0.0421861550240376
"628",0.0660043086782398
"629",0.16165356634137
"630",-0.0620712476334282
"631",0.127102585535351
"632",0.0963632903390589
"633",0.145029016335813
"634",0.0702439690719692
"635",-0.0597955318359966
"636",-0.0224983622884871
"637",0.0930956661970353
"638",-0.00111534967700058
"639",0.457519770570469
"640",0.248993831952374
"641",-0.018440212384503
"642",0.0523996327467136
"643",-0.325412422160984
"644",0.135665764611983
"645",0.136366639062444
"646",-0.140709779789129
"647",0.536554709483628
"648",0.00950547458545457
"649",0.0191826822363768
"650",0.00112192428975476
"651",0.591807038246962
"652",0.0210774842903489
"653",0.286879342320872
"654",0.262948983288965
"655",-0.233101855131068
"656",0.0825194380704373
"657",0.1542743278978
"658",0.0704449170946412
"659",0.169279755497423
"660",-0.0164498761183478
"661",0.262636593618122
"662",0.163064463109289
"663",-0.0141503370812154
"664",0.0104551827023856
"665",-0.0182581218390208
"666",0.085324532367882
"667",0.350445509136578
"668",0.00230947637108563
"669",0.0930928340025643
"670",0.124434876957193
"671",0.205458658565534
"672",0.0725597690145539
"673",0.0961081228348657
"674",0.283811433525646
"675",0.0132585420823119
"676",-0.020704359456737
"677",-0.0138164708398525
"678",-0.0510219833028221
"679",0.260724891402231
"680",-0.0221209542645119
"681",0.249457427510126
"682",0.00530273436099793
"683",-0.00313036846534278
"684",0.115796794062333
"685",-0.113538710236842
"686",0.195939726696391
"687",0.0980374350440993
"688",0.013383186547445
"689",-0.0164643076884275
"690",0.177694666975537
"691",0.0409853461514282
"692",0.198785792573028
"693",0.121327140288946
"694",0.280409682822883
"695",0.16083210491693
"696",0.350935582924384
"697",-0.0145989911325455
"698",0.00469550235159794
"699",0.613980158480163
"700",0.29234620643833
"701",0.241168236745467
"702",0.0813846890145941
"703",-0.0275598029537651
"704",0.966982389325418
"705",0.000217479388506502
"706",0.194986300548303
"707",0.00323959092071048
"708",0.0224477204651329
"709",0.148446796388699
"710",0.177362242747606
"711",0.42310867490565
"712",0.945407050022964
"713",-0.0479033258457121
"714",0.366779770935732
"715",-0.176033262644557
"716",0.0932147816681911
"717",0.0747273589829848
"718",0.176959936610717
"719",0.0971055412062784
"720",0.175390080496065
"721",0.154454547868559
"722",0.310673261341563
"723",0.00896370579290873
"724",0.000620778786177964
"725",0.0074248249462815
"726",0.0710450453460686
"727",0.0198479383869286
"728",0.144120941170821
"729",0.0692766354666662
"730",0.510942021094333
"731",0.188722779940238
"732",0.126515881325819
"733",0.192713228463149
"734",0.758097778853175
"735",0.220597967905091
"736",0.0391275936782689
"737",0.121143900574144
"738",-0.0905091897782614
"739",0.0511734790440234
"740",0.268914322332295
"741",-0.0241041567132748
"742",0.0121204279259882
"743",-0.0699437264678179
"744",0.152166538085237
"745",0.186871145293305
"746",-0.0491710378003639
"747",0.0905454513180238
"748",0.165568318951826
"749",0.0739506779571322
"750",0.170366898936685
"751",-0.0476464765877201
"752",0.127739292902712
"753",0.052672908864237
"754",0.113875792248967
"755",0.0950030058218933
"756",0.0251214664302769
"757",0.202933567641688
"758",0.164040870196234
"759",0.0445381537131538
"760",0.265610218107802
"761",0.373619542789818
"762",0.122441637598491
"763",0.0169565677654698
"764",-0.172760902998432
"765",0.119217751932789
"766",-0.0291016123524174
"767",0.146954743233732
"768",-0.0671929449028726
"769",0.538369878687084
"770",0.000328101735401405
"771",0.0617143540912464
"772",0.341332995365722
"773",-0.332899865082265
"774",-0.0347593439113494
"775",-0.268587843607861
"776",0.0783797384747433
"777",0.0391790395500345
"778",0.456009262626299
"779",0.165486856756056
"780",0.479830092351337
"781",0.591947023126238
"782",0.148715888545126
"783",0.197239324312212
"784",0.526599254809496
"785",0.0345666189062762
"786",-0.0461999545254196
"787",0.312605294208551
"788",0.00714635198720453
"789",-0.0289600167976651
"790",-0.463861620106049
"791",-0.0278727876203796
"792",0.773146838561252
"793",0.774794480820626
"794",0.118355532842851
"795",0.683405959816163
"796",0.00988373875280376
"797",-0.150126042331768
"798",0.155299903942586
"799",0.0644340137532665
"800",0.130616425555465
"801",0.007605833757523
"802",0.263576239437294
"803",0.16714112085989
"804",0.187182878937113
"805",-0.161945023738941
"806",0.163543031807872
"807",0.00368489928085251
"808",0.283555622987792
"809",0.445321850580709
"810",0.0340302486074987
"811",0.474726562893709
"812",0.243526138671444
"813",0.401228320376546
"814",0.192200766707253
"815",0.0914139767940018
"816",0.342323056022763
"817",-0.0506424595202174
"818",0.185596849740797
"819",0.639931288623591
"820",-0.0377308305232941
"821",0.280754581004385
"822",0.343699267928235
"823",0.229260953599682
"824",-0.147656009655222
"825",0.280898021319618
"826",0.485148784871642
"827",0.0981832225686944
"828",-0.0157001087466532
"829",0.113890498314836
"830",-0.0163531475177662
"831",0.451849714056923
"832",0.0197444584392642
"833",-0.109382643280698
"834",0.558371367664515
"835",0.149162608436706
"836",0.00226571331244395
"837",-0.00952774091985522
"838",0.131683187833273
"839",0.0829497494818734
"840",0.349571942036085
"841",-0.296527944208756
"842",0.120251087442193
"843",0.0851387738664263
"844",0.0739493962421101
"845",-0.532977423754415
"846",0.00556047387173705
"847",0.0201351402061402
"848",0.118518170903681
"849",0.556940557934534
"850",-0.00701369328071826
"851",0.173558486550717
"852",0.413448226408464
"853",0.101779233628413
"854",-0.00855920553385533
"855",-0.0654315580521096
"856",0.230631626920372
"857",0.189017235372491
"858",-0.0115067651658112
"859",0.144014834098818
"860",0.0209621953060529
"861",-0.014122935672358
"862",0.259465530934133
"863",0.254647448313444
"864",-0.0638627467885451
"865",0.0638308775449202
"866",0.0267702873233064
"867",-0.0675113892368354
"868",-0.201483789951197
"869",0.0512864070611265
"870",0.119078566825177
"871",0.3372750779476
"872",-0.100220791148111
"873",0.00241926655782946
"874",0.261229931503072
"875",-0.219587232131031
"876",-0.0443044175660037
"877",0.0238365670249425
"878",0.0305613945607343
"879",0.0420925195550009
"880",0.0131915243628265
"881",0.785320232452008
"882",0.399610621882634
"883",-0.00123271455677478
"884",0.059300555815933
"885",-0.0118050701267696
"886",0.178514115388381
"887",-0.064661660032592
"888",0.0671693953018196
"889",0.282486651455748
"890",-0.00637039918751812
"891",0.0287663166784238
"892",0.0155839169952558
"893",-0.106062242626909
"894",0.162289305822289
"895",0.181058554538837
"896",0.574105371306452
"897",-0.155759374428311
"898",0.358641971276107
"899",-0.0999123249995425
"900",0.0547121035788304
"901",0.0112172773301128
"902",0.490796482427131
"903",0.0661086336828047
"904",0.513615514127824
"905",0.0794889037873463
"906",0.348956656172746
"907",-0.211086498670601
"908",0.0372991716857171
"909",0.385049450867902
"910",0.000819170793508613
"911",-0.0344118039583359
"912",-0.00795826814104081
"913",0.0527546557794142
"914",0.18369178795699
"915",-1.76381977365368e-05
"916",0.310012507286042
"917",0.034350057412495
"918",0.0407627605067419
"919",0.514278189682644
"920",0.251960158891035
"921",0.109368057476965
"922",0.0900134457245247
"923",0.199010871002854
"924",0.24012226518745
"925",-0.277694896493447
"926",0.0174260903665056
"927",0.849644704466025
"928",-0.000524294550421856
"929",0.0634149670946103
"930",-0.0918394049226988
"931",0.00582358755779994
"932",0.38152128987548
"933",-0.42021726073919
"934",0.0654109844204706
"935",0.362394521641524
"936",0.0538696643823203
"937",0.100169799872074
"938",0.0892575114760337
"939",0.442048340441824
"940",0.0546100435164058
"941",0.011915936026566
"942",0.0855674170928194
"943",0.651032382896114
"944",0.120540875889253
"945",0.0326862624283667
"946",0.000452641788341035
"947",0.249847141698433
"948",-0.0997444877334927
"949",0.0913484675942083
"950",0.209655586911547
"951",0.633403097334186
"952",0.0623556631064318
"953",0.0217279420165551
"954",-0.121713322681603
"955",-0.0172418387180041
"956",0.518412666816696
"957",0.175357167725737
"958",0.340842687198879
"959",0.11505159023599
"960",0.460854139863411
"961",0.297594452765554
"962",0.274122076423407
"963",0.0526244329110555
"964",0.0566819772075027
"965",-0.00167377901897218
"966",0.104515099331397
"967",0.130254976700865
"968",-0.0182401996694752
"969",0.0417647179861798
"970",-0.026883325357191
"971",0.0571920131173948
"972",-0.0700090668836161
"973",-0.0496348226950772
"974",-0.138038704712143
"975",-0.503067931520998
"976",0.352808424763495
"977",0.177447480637194
"978",0.530442092725512
"979",0.153428669016131
"980",0.686845370819463
"981",0.183535184552585
"982",0.0237120721306241
"983",0.41315951941295
"984",0.0114895756653657
"985",0.0464331664155498
"986",0.683140899793014
"987",-0.159430579971456
"988",0.262944158983423
"989",-0.00282978602563353
"990",0.447043394743188
"991",0.155628387124008
"992",0.127988517920953
"993",0.0795071212127163
"994",0.0897408714424794
"995",0.000710139406086581
"996",0.0327697686430352
"997",-0.014384567104085
"998",0.0153458522542564
"999",0.0194199227965651
"1000",0.25328778640867
"1001",0.192114138104858
"1002",0.269816700117818
"1003",-0.0223995848467554
"1004",0.0408721003235815
"1005",0.111727574286154
"1006",0.0448726394934726
"1007",0.109647234004091
"1008",0.226423492207824
"1009",0.024672072769572
"1010",0.0203389994872171
"1011",0.0571682709388911
"1012",0.266086001114298
"1013",0.36767168623648
"1014",0.091186709762575
"1015",0.164111371726369
"1016",-0.2193339338313
"1017",0.711707779075093
"1018",0.189575044670477
"1019",0.194726713937532
"1020",0.143053933756572
"1021",-0.264370637742831
"1022",0.0518802265034051
"1023",0.0438684390745021
"1024",-0.086078359030583
"1025",0.224109016814613
"1026",0.00156815795732331
"1027",0.17062906879388
"1028",-0.09055958728588
"1029",0.107176674131327
"1030",0.660005751068852
"1031",0.121107568643768
"1032",0.190008700883298
"1033",0.163159478378275
"1034",-0.384895449116266
"1035",0.0157283516746942
"1036",0.0769026919754371
"1037",-0.0631642901505697
"1038",0.159786162447581
"1039",0.0790278797456075
"1040",-0.0349367271254122
"1041",0.0475522340449322
"1042",0.0435646517870834
"1043",-0.0144433401095577
"1044",0.024766014157272
"1045",0.0130861365541004
"1046",-0.023753866096024
"1047",-0.0527872082871055
"1048",-0.565960807466242
"1049",0.0108804660603365
"1050",-0.33220633912356
"1051",0.0297027592988607
"1052",0.104014494197041
"1053",0.311514652746998
"1054",0.347418172267685
"1055",0.0799009760082061
"1056",0.00734098231264105
"1057",0.256227868061284
"1058",0.813940506988466
"1059",0.40852102415181
"1060",0.477086589935097
"1061",0.0573981669953453
"1062",0.375919703189422
"1063",-0.533214370559875
"1064",0.123153097430202
"1065",0.0981410175910526
"1066",-0.0283169609501444
"1067",-0.100730883846315
"1068",-0.689298287372623
"1069",0.0660321590071699
"1070",0.559862199808782
"1071",0.350405516119987
"1072",0.055046941042751
"1073",0.0024597213313389
"1074",0.029594508802901
"1075",0.467229409734388
"1076",0.0544888141037183
"1077",0.0538900417523262
"1078",0.0394152548151763
"1079",0.0507474299001309
"1080",0.116765258268032
"1081",-0.187204307944126
"1082",0.0432300336062308
"1083",0.0816828367613334
"1084",-0.0657730961694094
"1085",0.273750062091897
"1086",0.495649190880876
"1087",0.428094566054744
"1088",-0.0167781667713383
"1089",-0.0248201440929697
"1090",0.164369718609564
"1091",-0.165800863605514
"1092",0.00110275935191642
"1093",0.115179516433731
"1094",0.127890887458591
"1095",-0.0172634077468168
"1096",0.134307113636047
"1097",-0.105655508193134
"1098",0.221459549926668
"1099",0.148722834231411
"1100",0.0817663526563082
"1101",0.232117366699409
"1102",0.0599117138880598
"1103",0.0689419733048354
"1104",0.11386470093876
"1105",0.222661135764961
"1106",-0.0404336827459421
"1107",0.085515041869723
"1108",0.493006181800265
"1109",-0.0377273099593594
"1110",0.101764509613685
"1111",0.0277502467739397
"1112",0.105556618598193
"1113",-0.00617421345903913
"1114",0.0613366738087473
"1115",0.115917230621368
"1116",0.0869433161283266
"1117",-0.329677965021954
"1118",0.278080829110243
"1119",0.0937732122758697
"1120",-0.0341394891524259
"1121",0.0104632051534932
"1122",-0.0276556184205415
"1123",-0.385011428862065
"1124",0.148511694391682
"1125",-0.0456404864878986
"1126",0.0369569771898937
"1127",0.0226834415167851
"1128",0.103362804326461
"1129",0.180583477711629
"1130",0.37233913728426
"1131",0.000812909710857353
"1132",0.766373562010483
"1133",-0.463617526935499
"1134",-0.205767231184533
"1135",0.151530186538119
"1136",0.341484476165499
"1137",0.203341924614173
"1138",0.0982056601933131
"1139",0.00133668234444109
"1140",0.216901306119731
"1141",0.0536080900281059
"1142",0.219581422818623
"1143",0.0338341177434132
"1144",0.00171204606035268
"1145",0.231091951812546
"1146",-0.100573040904384
"1147",0.0407648852075737
"1148",0.025200639322866
"1149",0.435477963574178
"1150",0.289949294150047
"1151",0.367157483201555
"1152",0.163747273270989
"1153",-0.208663368732288
"1154",-0.105881856250224
"1155",0.0534295877589892
"1156",0.066317824103312
"1157",-0.0383291324753454
"1158",0.0323580143077215
"1159",0.201895443965544
"1160",0.046803152559415
"1161",0.238841705648087
"1162",0.0824675535272775
"1163",0.167695074710909
"1164",-0.256064233552803
"1165",0.121906504294708
"1166",-0.143456213465657
"1167",0.14497656761985
"1168",0.158392231745993
"1169",0.166045677017535
"1170",0.0602732500336338
"1171",0.0484176677547555
"1172",0.0702329338601373
"1173",0.0226857152990272
"1174",-0.144518724392505
"1175",-0.0640224027674462
"1176",0.0761864578045948
"1177",0.343840438089007
"1178",0.0243705940180662
"1179",-0.336138599566721
"1180",0.0543054448898533
